ID,Name,National Grouping,Higher Health Authority,Opened,Closed,Address
NTH08,Independent Sector H/c Provider Site - METHLEY PARK HOSPITAL (NTH08),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/4/2005,N/A,METHLEY LANE METHLEY LEEDS WEST YORKSHIRE LS26 9HG
NTH09,Independent Sector H/c Provider Site - HULL AND EAST RIDING HOSPITAL (NTH09),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QOQ NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1/4/2005,N/A,LOWFIELD ROAD ANLABY HULL NORTH HUMBERSIDE HU10 7AZ
NTH11,Independent Sector H/c Provider Site - LOURDES HOSPITAL (NTH11),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/10/2006,N/A,57 GREENBANK ROAD LIVERPOOL MERSEYSIDE L18 1HQ
NTP11,Independent Sector H/c Provider Site - PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON (NTP11),Y59 SOUTH EAST COMMISSIONING REGION,QRL NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,24/10/2008,N/A,LEVEL C ROYAL SOUTH HANTS HOSPITAL GRAHAM ROAD SOUTHAMPTON SO14 0YG
NTP13,Independent Sector H/c Provider Site - PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH (NTP13),Y60 MIDLANDS COMMISSIONING REGION,QJ2 NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1/10/2008,N/A,2 LINDRICK WAY BARLBOROUGH CHESTERFIELD S43 4XE
NTP14,Independent Sector H/c Provider Site - MID KENT NHS TREATMENT CENTRE (NTP14),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2008,N/A,C/O CARE UK MAIDSTONE HOSPITAL HERMITAGE LANE MAIDSTONE KENT ME16 9QQ
NTP15,Independent Sector H/c Provider Site - PRACTICE PLUS GROUP HOSPITAL - ILFORD (NTP15),Y56 LONDON COMMISSIONING REGION,QMF NHS NORTH EAST LONDON INTEGRATED CARE BOARD,1/10/2008,N/A,KING GEORGE HOSPITAL BARLEY LANE ILFORD ESSEX IG3 8YY
NTP16,Independent Sector H/c Provider Site - PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM (NTP16),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2008,N/A,GODDEN WAY BEECHINGS WAY INDUSTRIAL CENTRE GILLINGHAM ME8 6AD
NTP17,Independent Sector H/c Provider Site - SUSSEX ORTHOPAEDIC NHS TREATMENT CENTRE (NTP17),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q68 SURREY AND SUSSEX AREA TEAM,1/10/2008,31/10/2013,C/O CARE UK THE PRINCESS ROYAL HOSPITAL LEWES ROAD HAYWARDS HEATH WEST SUSSEX RH16 4EX
NTP23,Independent Sector H/c Provider Site - ECCLESHILL NHS TREATMENT CENTRE (NTP23),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/4/2010,N/A,C/O CARE UK HARROGATE ROAD BRADFORD WEST YORKSHIRE BD10 0EP
NTP35,Independent Sector H/c Provider Site - THE PHOENIX CENTRE (NTP35),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/10/2010,N/A,CHURCH STREET HEYWOOD LANCASHIRE OL10 1LR
NTPC1,Independent Sector H/c Provider Site - CARE UK HEAD OFFICE (NTPC1),Y61 EAST OF ENGLAND COMMISSIONING REGION,QJG NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1/4/2008,N/A,CONNAUGHT HOUSE 850 THE CRESCENT COLCHESTER BUSINESS PARK COLCHESTER ESSEX CO4 9QB
NTPH1,Independent Sector H/c Provider Site - PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET (NTPH1),Y58 SOUTH WEST COMMISSIONING REGION,QSL NHS SOMERSET INTEGRATED CARE BOARD,1/10/2013,N/A,OLD WELLS ROAD SHEPTON MALLET BA4 4LP
NTPH2,Independent Sector H/c Provider Site - PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN (NTPH2),Y58 SOUTH WEST COMMISSIONING REGION,"QUY NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1/10/2013,N/A,THE BROOMS EMERSONS GREEN BRISTOL AVON BS16 7FH
NTPH3,Independent Sector H/c Provider Site - PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES (NTPH3),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/10/2013,N/A,MARSHALL ROAD DEVIZES WILTSHIRE SN10 3UF
NTPH4,Independent Sector H/c Provider Site - PRACTICE PLUS GROUP SURGICAL CENTRE - CIRENCESTER (NTPH4),Y58 SOUTH WEST COMMISSIONING REGION,QR1 NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1/10/2013,N/A,CIRENCESTER HOSPITAL TETBURY ROAD CIRENCESTER GL7 1UY
NTPH5,Independent Sector H/c Provider Site - PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH (NTPH5),Y58 SOUTH WEST COMMISSIONING REGION,QJK NHS DEVON INTEGRATED CARE BOARD,1/10/2013,N/A,20 BREST ROAD DERRIFORD PLYMOUTH DEVON PL6 5XP
NTPH9,Independent Sector H/c Provider Site - PRACTICE PLUS GROUP - GLOUCESTER OOH SERVICE (NTPH9),Y58 SOUTH WEST COMMISSIONING REGION,QR1 NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1/10/2013,N/A,EASTGATE HOUSE 121-131 EASTGATE STREET GLOUCESTER GLOUCESTERSHIRE GL1 1PX
NTV01,Independent Sector H/c Provider Site - CSH SURREY (EWELL COURT) (NTV01),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/10/2006,N/A,EWELL COURT CLINIC EWELL COURT AVENUE EPSOM SURREY KT19 0DZ
NTV0O,Independent Sector H/c Provider Site - WOKING COMMUNITY HOSPITAL (NTV0O),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/4/2017,N/A,HEATHSIDE ROAD WOKING SURREY GU22 7HS
NTV0S,Independent Sector H/c Provider Site - WALTON COMMUNITY HOSPITAL (NTV0S),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/4/2017,N/A,RODNEY ROAD WALTON-ON-THAMES SURREY KT12 3LD
NTX01,Independent Sector H/c Provider Site - ONE HEALTH GROUP - SHEFFIELD - PSALTER LANE (NTX01),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QF7 NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1/10/2006,N/A,131 PSALTER LANE SHEFFIELD SOUTH YORKSHIRE S11 8UX
NTX06,Independent Sector H/c Provider Site - ONE HEALTH GROUP - OSSETT - CHURCH STREET SURGERY (NTX06),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/4/2012,N/A,CHURCH STREET SURGERY OSSETT HEALTH VILLAGE KINGSWAY OSSETT WEST YORKSHIRE WF5 8DF
NTX09,Independent Sector H/c Provider Site - ONE HEALTH GROUP - GAINSBOROUGH - JOHN COUPLAND HOSPITAL (NTX09),Y60 MIDLANDS COMMISSIONING REGION,QJM NHS LINCOLNSHIRE INTEGRATED CARE BOARD,1/4/2012,N/A,JOHN COUPLAND HOSPITAL ROPERY ROAD GAINSBOROUGH LINCOLNSHIRE DN21 2TJ
NTX0B,Independent Sector H/c Provider Site - ONE HEALTH GROUP - ROTHERHAM - KINVARA HOSPITAL (NTX0B),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QF7 NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1/4/2019,N/A,CRANTOCK HOUSE CLIFTON LANE ROTHERHAM S65 2AJ
NTX0I,Independent Sector H/c Provider Site - ONE HEALTH GROUP - TRENT CLIFFS - SCUNTHORPE (NTX0I),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QOQ NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1/4/2020,30/09/2023,MERIDIAN HOUSE NORMANBY ROAD SCUNTHORPE DN15 8QZ
NTX0J,Independent Sector H/c Provider Site - ONE HEALTH GROUP - BRIGG - RIVERSIDE SURGERY (NTX0J),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QOQ NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1/4/2020,N/A,BARNARD AVENUE BRIGG DN20 8AS
NTX11,Independent Sector H/c Provider Site - ONE HEALTH GROUP - SHEFFIELD - THORNBURY HOSPITAL (NTX11),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QF7 NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1/4/2012,N/A,THE THORNBURY HOSPITAL 312 FULWOOD ROAD SHEFFIELD SOUTH YORKSHIRE S10 3BR
NTX12,Independent Sector H/c Provider Site - ONE HEALTH GROUP - SHEFFIELD - CLAREMONT (NTX12),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QF7 NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1/4/2012,N/A,CLAREMONT HOSPITAL 401 SANDYGATE ROAD SHEFFIELD SOUTH YORKSHIRE S10 5UB
NTX19,Independent Sector H/c Provider Site - ONE HEALTH GROUP - HUDDERSFIELD HOSPITAL (NTX19),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/10/2014,N/A,BIRKBY HALL ROAD HUDDERSFIELD WEST YORKSHIRE HD2 2BL
NTX24,Independent Sector H/c Provider Site - ONE HEALTH GROUP - DONCASTER - DRG CLINIC (NTX24),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QF7 NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1/10/2015,N/A,THE SCOTT PRACTICE GREENFIELD LANE BALBY DONCASTER SOUTH YORKSHIRE DN4 0TG
NTX51,Independent Sector H/c Provider Site - ONE HEALTH GROUP - BARLBOROUGH HOSPITAL (NTX51),Y60 MIDLANDS COMMISSIONING REGION,QJ2 NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1/10/2017,N/A,2 LINDRICK WAY BARLBOROUGH CHESTERFIELD DERBYSHIRE S43 4XE
NTY48,Independent Sector H/c Provider Site - TETBURY HOSPITAL (NTY48),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q82 NHS ENGLAND SOUTH (SOUTH CENTRAL),1/10/2003,31/08/2015,MALMESBURY ROAD TETBURY GLOUCESTERSHIRE GL8 8XB
NTY57,Independent Sector H/c Provider Site - BENENDEN HOSPITAL (NTY57),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2003,N/A,GODDARDS GREEN ROAD BENENDEN CRANBROOK KENT TN17 4AX
NTYE7,Independent Sector H/c Provider Site - THE HORDER CENTRE (NTYE7),Y52 THE SOUTHERN PROGRAMME FOR IT (SPFIT),Q37 SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,3/4/2005,31/08/2012,ST. JOHNS ROAD CROWBOROUGH EAST SUSSEX TN6 1XP
NTYF1,Independent Sector H/c Provider Site - SPENCER PRIVATE HOSPITALS (NTYF1),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q81 NHS ENGLAND SOUTH (SOUTH EAST),26/07/2005,30/09/2015,QUEEN ELIZABETH THE QUEEN MOTH RAMSGATE ROAD MARGATE KENT CT9 4BG
NTYH9,Independent Sector H/c Provider Site - TYNESIDE SURGICAL SERVICES LTD (NTYH9),Y51 THE NORTH MIDLANDS AND EAST PROGRAMME FOR IT (NMEPFIT),Q30 NORTH EAST STRATEGIC HEALTH AUTHORITY,1/4/2007,31/07/2010,QUEEN ELIZABETH HOSPITAL GATESHEAD TYNE AND WEAR NE9 6SX
NV1J5,Independent Sector H/c Provider Site - ST PETER'S HOSPITAL (NV1J5),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/4/2011,N/A,GUILDFORD ROAD CHERTSEY SURREY KT16 0PZ
NV302,Independent Sector H/c Provider Site - CIRCLE BATH HOSPITAL (NV302),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/10/2006,N/A,FOXCOTE AVENUE BATH BUSINESS PARK PEASEDOWN ST. JOHN BATH AVON BA2 8SF
NV313,Independent Sector H/c Provider Site - CIRCLE - NOTTINGHAM NHS TREATMENT CENTRE (NV313),Y60 MIDLANDS COMMISSIONING REGION,QT1 NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1/10/2011,N/A,LISTER ROAD NOTTINGHAM NOTTINGHAMSHIRE NG7 2FT
NV323,Independent Sector H/c Provider Site - CIRCLE READING HOSPITAL (NV323),Y59 SOUTH EAST COMMISSIONING REGION,"QU9 NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1/4/2012,N/A,100 DRAKE WAY READING BERKSHIRE RG2 0NE
NV7R1,Independent Sector H/c Provider Site - BUPA CROMWELL HOSPITAL (NV7R1),Y56 LONDON COMMISSIONING REGION,QRV NHS NORTH WEST LONDON INTEGRATED CARE BOARD,1/4/2009,N/A,162-174 CROMWELL ROAD LONDON GREATER LONDON SW5 0TU
NVC01,Independent Sector H/c Provider Site - ASHTEAD HOSPITAL (NVC01),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/10/2007,N/A,THE WARREN ASHTEAD SURREY KT21 2SB
NVC02,Independent Sector H/c Provider Site - THE BERKSHIRE INDEPENDENT HOSPITAL (NVC02),Y59 SOUTH EAST COMMISSIONING REGION,"QU9 NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1/10/2007,N/A,SWALLOWSCROFT WENSLEY ROAD READING BERKSHIRE RG1 6UZ
NVC04,Independent Sector H/c Provider Site - DUCHY HOSPITAL (NVC04),Y58 SOUTH WEST COMMISSIONING REGION,QT6 NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,1/10/2007,N/A,PENVENTINNIE LANE TRURO CORNWALL TR1 3UP
NVC05,Independent Sector H/c Provider Site - EUXTON HALL HOSPITAL (NVC05),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1/10/2007,N/A,WIGAN ROAD EUXTON CHORLEY LANCASHIRE PR7 6DY
NVC06,Independent Sector H/c Provider Site - FITZWILLIAM HOSPITAL (NVC06),Y61 EAST OF ENGLAND COMMISSIONING REGION,QUE NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1/10/2007,N/A,MILTON WAY BRETTON PETERBOROUGH CAMBRIDGESHIRE PE3 9AQ
NVC07,Independent Sector H/c Provider Site - FULWOOD HALL HOSPITAL (NVC07),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1/10/2007,N/A,MIDGERY LANE FULWOOD PRESTON LANCASHIRE PR2 9SZ
NVC08,Independent Sector H/c Provider Site - MOUNT STUART HOSPITAL (NVC08),Y58 SOUTH WEST COMMISSIONING REGION,QJK NHS DEVON INTEGRATED CARE BOARD,1/10/2007,N/A,ST. VINCENTS ROAD TORQUAY DEVON TQ1 4UP
NVC09,Independent Sector H/c Provider Site - NEW HALL HOSPITAL (NVC09),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/10/2007,N/A,BODENHAM SALISBURY WILTSHIRE SP5 4EW
NVC0I,Independent Sector H/c Provider Site - BEACON PARK HOSPITAL (NVC0I),Y60 MIDLANDS COMMISSIONING REGION,QNC NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1/10/2019,N/A,UNIT 6 BEACON BUSINESS PARK STAFFORD ST18 0XF
NVC0M,Independent Sector H/c Provider Site - WEST VALLEY HOSPITAL (NVC0M),Y56 LONDON COMMISSIONING REGION,QWE NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1/10/2016,N/A,"LEVEL 9, INTERCHANGE CROYDON 81-85 STATION ROAD CROYDON SURREY CR0 2RD"
NVC0R,Independent Sector H/c Provider Site - TEES VALLEY HOSPITAL (NVC0R),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QHM NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,1/4/2017,N/A,CHURCH LANE ACKLAM MIDDLESBROUGH CLEVELAND TS5 7DX
NVC0Y,Independent Sector H/c Provider Site - EXETER MEDICAL (NVC0Y),Y58 SOUTH WEST COMMISSIONING REGION,QJK NHS DEVON INTEGRATED CARE BOARD,1/10/2018,N/A,ADMIRAL HOUSE GRENADIER ROAD EXETER BUSINESS PARK EXETER EX1 3QF
NVC10,Independent Sector H/c Provider Site - NEW HALL NHS TREATMENT CENTRE (NVC10),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,"Q64 BATH, GLOUCESTERSHIRE, SWINDON AND WILTSHIRE AREA TEAM",1/10/2007,31/03/2014,BODENHAM SALISBURY WILTSHIRE SP5 4EY
NVC11,Independent Sector H/c Provider Site - NORTH DOWNS HOSPITAL (NVC11),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/10/2007,N/A,46 TUPWOOD LANE CATERHAM SURREY CR3 6DP
NVC12,Independent Sector H/c Provider Site - OAKLANDS HOSPITAL (NVC12),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/10/2007,N/A,19 LANCASTER ROAD SALFORD GREATER MANCHESTER M6 8AQ
NVC13,Independent Sector H/c Provider Site - OAKS HOSPITAL (NVC13),Y61 EAST OF ENGLAND COMMISSIONING REGION,QJG NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1/10/2007,N/A,OAKS PLACE MILE END ROAD COLCHESTER ESSEX CO4 5XR
NVC14,Independent Sector H/c Provider Site - PARK HILL HOSPITAL (NVC14),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QF7 NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1/10/2007,N/A,THORNE ROAD DONCASTER SOUTH YORKSHIRE DN2 5TH
NVC15,Independent Sector H/c Provider Site - PINEHILL HOSPITAL (NVC15),Y61 EAST OF ENGLAND COMMISSIONING REGION,QM7 NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1/10/2007,N/A,BENSLOW LANE HITCHIN HERTFORDSHIRE SG4 9QZ
NVC16,Independent Sector H/c Provider Site - RENACRES HOSPITAL (NVC16),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1/10/2007,N/A,RENACRES LANE HALSALL ORMSKIRK LANCASHIRE L39 8SE
NVC17,Independent Sector H/c Provider Site - ROWLEY HALL HOSPITAL (NVC17),Y60 MIDLANDS COMMISSIONING REGION,QNC NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1/10/2007,N/A,ROWLEY AVENUE STAFFORD STAFFORDSHIRE ST17 9AQ
NVC18,Independent Sector H/c Provider Site - SPRINGFIELD HOSPITAL (NVC18),Y61 EAST OF ENGLAND COMMISSIONING REGION,QH8 NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1/10/2007,N/A,LAWN LANE CHELMSFORD ESSEX CM1 7GU
NVC19,Independent Sector H/c Provider Site - RIVERS HOSPITAL (NVC19),Y61 EAST OF ENGLAND COMMISSIONING REGION,QM7 NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1/10/2007,N/A,HIGH WYCH ROAD SAWBRIDGEWORTH HERTFORDSHIRE CM21 0HH
NVC1H,Independent Sector H/c Provider Site - STOURSIDE HOSPITAL (NVC1H),Y60 MIDLANDS COMMISSIONING REGION,QUA NHS BLACK COUNTRY INTEGRATED CARE BOARD,1/4/2020,N/A,60 BRADLEY ROAD STOURBRIDGE WEST MIDLANDS DY8 1UX
NVC20,Independent Sector H/c Provider Site - THE YORKSHIRE CLINIC (NVC20),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/10/2007,N/A,BRADFORD ROAD BINGLEY WEST YORKSHIRE BD16 1TW
NVC21,Independent Sector H/c Provider Site - WEST MIDLANDS HOSPITAL (NVC21),Y60 MIDLANDS COMMISSIONING REGION,QUA NHS BLACK COUNTRY INTEGRATED CARE BOARD,1/10/2007,N/A,COLMAN HILL HALESOWEN WEST MIDLANDS B63 2AH
NVC22,Independent Sector H/c Provider Site - WINFIELD HOSPITAL (NVC22),Y58 SOUTH WEST COMMISSIONING REGION,QR1 NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1/10/2007,N/A,TEWKESBURY ROAD LONGFORD GLOUCESTER GLOUCESTERSHIRE GL2 9WH
NVC23,Independent Sector H/c Provider Site - WOODLAND HOSPITAL (NVC23),Y60 MIDLANDS COMMISSIONING REGION,QPM NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,1/10/2007,N/A,ROTHWELL ROAD KETTERING NORTHAMPTONSHIRE NN16 8XF
NVC24,Independent Sector H/c Provider Site - BODMIN NHS TREATMENT CENTRE (NVC24),Y58 SOUTH WEST COMMISSIONING REGION,QT6 NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,1/10/2007,N/A,BOUNDARY ROAD BODMIN CORNWALL PL31 2QT
NVC25,Independent Sector H/c Provider Site - THE CHERWELL HOSPITAL (NVC25),Y59 SOUTH EAST COMMISSIONING REGION,"QU9 NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1/10/2007,N/A,OXFORD ROAD BANBURY OXFORDSHIRE OX16 9FG
NVC26,Independent Sector H/c Provider Site - GAINSBOROUGH NHS TREATMENT CENTRE (NVC26),Y55 MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q59 LEICESTERSHIRE AND LINCOLNSHIRE AREA TEAM,1/10/2007,31/03/2014,ROPERY ROAD GAINSBOROUGH LINCOLNSHIRE DN21 2TJ
NVC27,Independent Sector H/c Provider Site - BOSTON WEST HOSPITAL (NVC27),Y60 MIDLANDS COMMISSIONING REGION,QJM NHS LINCOLNSHIRE INTEGRATED CARE BOARD,1/10/2007,N/A,SLEAFORD ROAD BOSTON LINCOLNSHIRE PE21 8EG
NVC28,Independent Sector H/c Provider Site - CLIFTON PARK HOSPITAL (NVC28),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QOQ NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1/10/2007,N/A,BLUEBECK DRIVE SHIPTON ROAD YORK NORTH YORKSHIRE YO30 5RA
NVC29,Independent Sector H/c Provider Site - COBALT HOSPITAL (NVC29),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QHM NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,1/10/2007,N/A,THE SILVERLINK NORTH NEWCASTLE UPON TYNE TYNE AND WEAR NE27 0BY
NVC31,Independent Sector H/c Provider Site - BLAKELANDS HOSPITAL (NVC31),Y61 EAST OF ENGLAND COMMISSIONING REGION,"QHG NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1/10/2007,N/A,SMEATON CLOSE BLAKELANDS MILTON KEYNES BUCKINGHAMSHIRE MK14 5HR
NVC33,Independent Sector H/c Provider Site - GISBURNE PARK NHS TREATMENT CENTRE (NVC33),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1/10/2007,N/A,GISBURN PARK ESTATE GISBURN CLITHEROE LANCASHIRE BB7 4HX
NVC34,Independent Sector H/c Provider Site - FYLDE COAST NHS TREATMENT CENTRE (NVC34),Y54 NORTH OF ENGLAND COMMISSIONING REGION,Q47 LANCASHIRE AREA TEAM,1/10/2007,31/03/2014,ST. WALBURGAS ROAD BLACKPOOL LANCASHIRE FY3 8BP
NVC35,Independent Sector H/c Provider Site - TEES VALLEY TREATMENT CENTRE (NVC35),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QHM NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,1/10/2007,N/A,ONE LIFE LINTHORPE ROAD MIDDLESBROUGH CLEVELAND TS1 3QY
NVC39,Independent Sector H/c Provider Site - KENDAL NHS TREATMENT CENTRE (NVC39),Y54 NORTH OF ENGLAND COMMISSIONING REGION,"Q49 CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR AREA TEAM",1/4/2008,30/09/2013,RAMSAY HEALTHCARE WESTMORLAND GENERAL HOSPITAL BURTON ROAD KENDAL CUMBRIA LA9 7RG
NVC40,Independent Sector H/c Provider Site - WOODTHORPE HOSPITAL (NVC40),Y60 MIDLANDS COMMISSIONING REGION,QT1 NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1/4/2008,N/A,748 MANSFIELD ROAD WOODTHORPE NOTTINGHAM NOTTINGHAMSHIRE NG5 3FZ
NVC44,Independent Sector H/c Provider Site - THE WESTBOURNE CENTRE (NVC44),Y60 MIDLANDS COMMISSIONING REGION,QHL NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1/10/2009,N/A,53 CHURCH ROAD EDGBASTON BIRMINGHAM WEST MIDLANDS B15 3SJ
NVG01,Independent Sector H/c Provider Site - FAIRFIELD HOSPITAL (NVG01),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,16/05/2008,N/A,CRANK ROAD CRANK ST. HELENS MERSEYSIDE WA11 7RS
NVM01,Independent Sector H/c Provider Site - COBHAM DAY SURGERY HOSPITAL (NVM01),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,14/03/2008,N/A,168 PORTSMOUTH ROAD COBHAM SURREY KT11 1HS
NVM02,Independent Sector H/c Provider Site - EPSOM DAY SURGERY LIMITED (NVM02),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/10/2008,N/A,ALEXANDRA ROAD EPSOM SURREY KT17 4BL
